https://cloud.google.com/ 	https://cloud.google.com/?hl=ko 	https	https
<a href="//status.cloud.google.com" class="gc-analytics-event" data-category="Site-Wide Custom Events" data-label="Footer System status" track-type="footer" track-name="resources" track-metadata-eventDetail="systemStatus" track-metadata-position="footer" > 	<a href="//status.cloud.google.com?hl=ko" class="gc-analytics-event" data-category="Site-Wide Custom Events" data-label="Footer System status" track-type="footer" track-name="resources" track-metadata-eventDetail="systemStatus" track-metadata-position="footer" > 	<a>	<a>
System status 	시스템 상태 	system	시스템
</a>	</a>	</a>	</a>
</li>	</li>	</li>	</li>
</ul>	</ul>	</ul>	</ul>
</li>	</li>	</li>	</li>
<li class="devsite-footer-linkbox devsite-footer-linkbox-cloud">	<li class="devsite-footer-linkbox devsite-footer-linkbox-cloud">	<li>	<li>
<h3 class="devsite-footer-linkbox-heading">	<h3 class="devsite-footer-linkbox-heading">	<h3>	<h3>
Engage	참여	engage	참여
</h3>	</h3>	</h3>	</h3>
<ul class="devsite-footer-linkbox-list">	<ul class="devsite-footer-linkbox-list">	<ul>	<ul>
<li class="devsite-footer-linkbox-item">	<li class="devsite-footer-linkbox-item">	<li>	<li>
<a href="https://cloud.google.com/contact/" class="gc-analytics-event" data-category="Site-Wide Custom Events" data-label="Footer Contact sales" track-type="contact" track-name="sales" track-metadata-eventDetail="footer" track-metadata-position="footer" > 	<a href="https://cloud.google.com/contact/?hl=ko" class="gc-analytics-event" data-category="Site-Wide Custom Events" data-label="Footer Contact sales" track-type="contact" track-name="sales" track-metadata-eventDetail="footer" track-metadata-position="footer" > 	<a>	<a>
Contact sales 	영업팀에 문의 	contact	영업팀에
</a>	</a>	</a>	</a>
</li>	</li>	</li>	</li>
<li class="devsite-footer-linkbox-item">	<li class="devsite-footer-linkbox-item">	<li>	<li>
<a href="//cloud.withgoogle.com/partners" class="gc-analytics-event" data-category="Site-Wide Custom Events" data-label="Footer Find a Partner" track-type="footer" track-name="engage" track-metadata-eventDetail="findAPartner" track-metadata-position="footer" > 	<a href="//cloud.withgoogle.com/partners" class="gc-analytics-event" data-category="Site-Wide Custom Events" data-label="Footer Find a Partner" track-type="footer" track-name="engage" track-metadata-eventDetail="findAPartner" track-metadata-position="footer" > 	<a>	<a>
Find a Partner 	파트너 찾기 	find	파트너
</a>	</a>	</a>	</a>
</li>	</li>	</li>	</li>
<li class="devsite-footer-linkbox-item">	<li class="devsite-footer-linkbox-item">	<li>	<li>
<a href="https://cloud.google.com/partners/become-a-partner" class="gc-analytics-event" data-category="Site-Wide Custom Events" data-label="Footer Become a Partner" track-type="footer" track-name="engage" track-metadata-eventDetail="becomeAPartner" track-metadata-position="footer" > 	<a href="https://cloud.google.com/partners/become-a-partner?hl=ko" class="gc-analytics-event" data-category="Site-Wide Custom Events" data-label="Footer Become a Partner" track-type="footer" track-name="engage" track-metadata-eventDetail="becomeAPartner" track-metadata-position="footer" > 	<a>	<a>
Become a Partner 	파트너 되기 	become	파트너
</a>	</a>	</a>	</a>
</li>	</li>	</li>	</li>
<li class="devsite-footer-linkbox-item">	<li class="devsite-footer-linkbox-item">	<li>	<li>
<a href="https://cloud.google.com/blog/" class="gc-analytics-event" data-category="Site-Wide Custom Events" data-label="Footer Blog" track-type="footer" track-name="engage" track-metadata-eventDetail="blog" track-metadata-position="footer" > 	<a href="https://cloud.google.com/blog/?hl=ko" class="gc-analytics-event" data-category="Site-Wide Custom Events" data-label="Footer Blog" track-type="footer" track-name="engage" track-metadata-eventDetail="blog" track-metadata-position="footer" > 	<a>	<a>
Blog 	블로그 	blog	블로그
</a>	</a>	</a>	</a>
</li>	</li>	</li>	</li>
<li class="devsite-footer-linkbox-item">	<li class="devsite-footer-linkbox-item">	<li>	<li>
<a href="//cloud.withgoogle.com/next/sf/" class="gc-analytics-event" data-category="Site-Wide Custom Events" data-label="Footer Events" track-type="footer" track-name="engage" track-metadata-eventDetail="events" track-metadata-position="footer" > 	<a href="//cloud.withgoogle.com/next/sf/" class="gc-analytics-event" data-category="Site-Wide Custom Events" data-label="Footer Events" track-type="footer" track-name="engage" track-metadata-eventDetail="events" track-metadata-position="footer" > 	<a>	<a>
Events 	이벤트 	events	이벤트
</a>	</a>	</a>	</a>
</li>	</li>	</li>	</li>
<li class="devsite-footer-linkbox-item">	<li class="devsite-footer-linkbox-item">	<li>	<li>
<a href="//www.gcppodcast.com" class="gc-analytics-event" data-category="Site-Wide Custom Events" data-label="Footer Podcast" track-type="footer" track-name="engage" track-metadata-eventDetail="podcast" track-metadata-position="footer" > 	<a href="//www.gcppodcast.com" class="gc-analytics-event" data-category="Site-Wide Custom Events" data-label="Footer Podcast" track-type="footer" track-name="engage" track-metadata-eventDetail="podcast" track-metadata-position="footer" > 	<a>	<a>
Podcast 	팟캐스트 	podcast	팟캐스트
</a>	</a>	</a>	</a>
</li>	</li>	</li>	</li>
<li class="devsite-footer-linkbox-item">	<li class="devsite-footer-linkbox-item">	<li>	<li>
<a href="https://cloud.google.com/community/" class="gc-analytics-event" data-category="Site-Wide Custom Events" data-label="Footer Community" track-type="footer" track-name="engage" track-metadata-eventDetail="community" track-metadata-position="footer" > 	<a href="https://cloud.google.com/community/?hl=ko" class="gc-analytics-event" data-category="Site-Wide Custom Events" data-label="Footer Community" track-type="footer" track-name="engage" track-metadata-eventDetail="community" track-metadata-position="footer" > 	<a>	<a>
Community 	커뮤니티 	community	커뮤니티
</a>	</a>	</a>	</a>
</li>	</li>	</li>	</li>
<li class="devsite-footer-linkbox-item">	<li class="devsite-footer-linkbox-item">	<li>	<li>
<a href="https://cloud.google.com/press/" class="gc-analytics-event" data-category="Site-Wide Custom Events" data-label="Footer Press center" track-type="footer" track-name="engage" track-metadata-eventDetail="press" track-metadata-position="footer" > 	<a href="https://cloud.google.com/press/?hl=ko" class="gc-analytics-event" data-category="Site-Wide Custom Events" data-label="Footer Press center" track-type="footer" track-name="engage" track-metadata-eventDetail="press" track-metadata-position="footer" > 	<a>	<a>
Press center 	프레스 센터 	press	프레스
</a>	</a>	</a>	</a>
</li>	</li>	</li>	</li>
<li class="devsite-footer-linkbox-item">	<li class="devsite-footer-linkbox-item">	<li>	<li>
<a href="//www.youtube.com/googlecloud" class="gc-analytics-event" data-category="Site-Wide Custom Events" data-label="Footer Google Cloud on YouTube" track-type="footer" track-name="engage" track-metadata-eventDetail="googleCloudOnYouTube" track-metadata-position="footer" > 	<a href="//www.youtube.com/googlecloud?hl=ko" class="gc-analytics-event" data-category="Site-Wide Custom Events" data-label="Footer Google Cloud on YouTube" track-type="footer" track-name="engage" track-metadata-eventDetail="googleCloudOnYouTube" track-metadata-position="footer" > 	<a>	<a>
Google Cloud on YouTube 	YouTube의 Google Cloud 채널 	google	youtube의
</a>	</a>	</a>	</a>
</li>	</li>	</li>	</li>
<li class="devsite-footer-linkbox-item">	<li class="devsite-footer-linkbox-item">	<li>	<li>
<a href="//www.youtube.com/googlecloudplatform" class="gc-analytics-event" data-category="Site-Wide Custom Events" data-label="Footer GCP on YouTube" track-type="footer" track-name="engage" track-metadata-eventDetail="gcpOnYouTube" track-metadata-position="footer" > 	<a href="//www.youtube.com/googlecloudplatform?hl=ko" class="gc-analytics-event" data-category="Site-Wide Custom Events" data-label="Footer GCP on YouTube" track-type="footer" track-name="engage" track-metadata-eventDetail="gcpOnYouTube" track-metadata-position="footer" > 	<a>	<a>
GCP on YouTube 	YouTube의 GCP 채널 	gcp	youtube의
</a>	</a>	</a>	</a>
</li>	</li>	</li>	</li>
<li class="devsite-footer-linkbox-item">	<li class="devsite-footer-linkbox-item">	<li>	<li>
<a href="//www.youtube.com/gsuite" class="gc-analytics-event" data-category="Site-Wide Custom Events" data-label="Footer G Suite on YouTube" track-type="footer" track-name="engage" track-metadata-eventDetail="gSuiteOnYouTube" track-metadata-position="footer" > 	<a href="//www.youtube.com/gsuite?hl=ko" class="gc-analytics-event" data-category="Site-Wide Custom Events" data-label="Footer G Suite on YouTube" track-type="footer" track-name="engage" track-metadata-eventDetail="gSuiteOnYouTube" track-metadata-position="footer" > 	<a>	<a>
G Suite on YouTube 	YouTube의 G Suite 채널 	g	youtube의
</a>	</a>	</a>	</a>
</li>	</li>	</li>	</li>
<li class="devsite-footer-linkbox-item">	<li class="devsite-footer-linkbox-item">	<li>	<li>
<a href="//twitter.com/googlecloud" class="gc-analytics-event" data-category="Site-Wide Custom Events" data-label="Footer Follow on Twitter" track-type="footer" track-name="engage" track-metadata-eventDetail="followOnTwitter" track-metadata-position="footer" > 	<a href="//twitter.com/googlecloud" class="gc-analytics-event" data-category="Site-Wide Custom Events" data-label="Footer Follow on Twitter" track-type="footer" track-name="engage" track-metadata-eventDetail="followOnTwitter" track-metadata-position="footer" > 	<a>	<a>
Follow on Twitter 	Twitter 팔로우 	follow	twitter
</a>	</a>	</a>	</a>
</li>	</li>	</li>	</li>
<li class="devsite-footer-linkbox-item">	<li class="devsite-footer-linkbox-item">	<li>	<li>
<a href="//careers.google.com/cloud" class="gc-analytics-event" data-category="Site-Wide Custom Events" data-label="Footer We&#39;re hiring. Join Google Cloud!" track-type="footer" track-name="engage" track-metadata-eventDetail="we&#39;reHiringJoiningGoogleCloud" track-metadata-position="footer" > 	<a href="//careers.google.com/cloud?hl=ko" class="gc-analytics-event" data-category="Site-Wide Custom Events" data-label="Footer We&#39;re hiring. Join Google Cloud!" track-type="footer" track-name="engage" track-metadata-eventDetail="we&#39;reHiringJoiningGoogleCloud" track-metadata-position="footer" > 	<a>	<a>
None	Google Cloud 채용 정보 	None	google
We&#39;re hiring. Join Google Cloud! 	None	we	None
</a>	</a>	</a>	</a>
</li>	</li>	</li>	</li>
</ul>	</ul>	</ul>	</ul>
</li>	</li>	</li>	</li>
</ul>	</ul>	</ul>	</ul>
</nav>	</nav>	</nav>	</nav>
</footer>	</footer>	</footer>	</footer>
<footer class="devsite-utility-footer">	<footer class="devsite-utility-footer">	<footer>	<footer>
<nav class="devsite-utility-footer-nav devsite-nav devsite-full-site-width">	<nav class="devsite-utility-footer-nav devsite-nav devsite-full-site-width">	<nav>	<nav>
<div class="devsite-utility-footer-nav-left">	<div class="devsite-utility-footer-nav-left">	<div>	<div>
<form class="devsite-utility-footer-language" action="https://cloud.google.com/i18n/setlang/" method="post">	<form class="devsite-utility-footer-language" action="https://cloud.google.com/i18n/setlang/?hl=ko" method="post">	<form>	<form>
<input type="hidden" name="xsrf_token" value="RzBSr6ldU6ypghcInSufVRVl7hWA7MZQ6LC__Yt4Vv06MTU1MjAzMzM3OTkyMjYzNg" />	<input type="hidden" name="xsrf_token" value="WOz5MppH86PDge1qRbERtXWYwjyvCZ231Vt1-6ejork6MTU1MjAzMzM4MDA5OTkyMQ" />	<input>	<input>
<input type="hidden" name="next" value="/">	<input type="hidden" name="next" value="/">	<input>	<input>
<select class="devsite-utility-footer-language-select kd-select" name="language" track-type="languageSelector" track-name="click">	<select class="devsite-utility-footer-language-select kd-select" name="language" track-type="languageSelector" track-name="click">	<select>	<select>
<option value="de" track-type="languageSelector" track-name="changed" track-metadata-eventDetail="de" track-metadata-original-language="en" track-metadata-selected-language="de"> 	<option value="de" track-type="languageSelector" track-name="changed" track-metadata-eventDetail="de" track-metadata-original-language="ko" track-metadata-selected-language="de"> 	<option>	<option>
Deutsch 	Deutsch 	deutsch	deutsch
</option>	</option>	</option>	</option>
<option value="en" selected="selected" track-type="languageSelector" track-name="changed" track-metadata-eventDetail="en" track-metadata-original-language="en" track-metadata-selected-language="en"> 	<option value="en" track-type="languageSelector" track-name="changed" track-metadata-eventDetail="en" track-metadata-original-language="ko" track-metadata-selected-language="en"> 	<option>	<option>
English 	English 	english	english
</option>	</option>	</option>	</option>
<option value="es" track-type="languageSelector" track-name="changed" track-metadata-eventDetail="es" track-metadata-original-language="en" track-metadata-selected-language="es"> 	<option value="es" track-type="languageSelector" track-name="changed" track-metadata-eventDetail="es" track-metadata-original-language="ko" track-metadata-selected-language="es"> 	<option>	<option>
español 	español 	español	español
</option>	</option>	</option>	</option>
<option value="es-419" track-type="languageSelector" track-name="changed" track-metadata-eventDetail="es-419" track-metadata-original-language="en" track-metadata-selected-language="es-419"> 	<option value="es-419" track-type="languageSelector" track-name="changed" track-metadata-eventDetail="es-419" track-metadata-original-language="ko" track-metadata-selected-language="es-419"> 	<option>	<option>
Español (América Latina) 	Español (América Latina) 	español	español
</option>	</option>	</option>	</option>
<option value="fr" track-type="languageSelector" track-name="changed" track-metadata-eventDetail="fr" track-metadata-original-language="en" track-metadata-selected-language="fr"> 	<option value="fr" track-type="languageSelector" track-name="changed" track-metadata-eventDetail="fr" track-metadata-original-language="ko" track-metadata-selected-language="fr"> 	<option>	<option>
français 	français 	français	français
</option>	</option>	</option>	</option>
<option value="it" track-type="languageSelector" track-name="changed" track-metadata-eventDetail="it" track-metadata-original-language="en" track-metadata-selected-language="it"> 	<option value="it" track-type="languageSelector" track-name="changed" track-metadata-eventDetail="it" track-metadata-original-language="ko" track-metadata-selected-language="it"> 	<option>	<option>
